"RoadTripStopTypeID"|"CategoryID"|"RoadTripStopName"|"RoadTripStopDescription"|"RoadTripStopAddressLine1"|"RoadTripStopCity"|"RoadTripStopState"|"RoadTripStopZip"|"RoadTripStopLat"|"RoadTripStopLong"|"RoadTripStopEmail"|"RoadTripStopPhone"|"TicketBookingURL"|"Image"|"EventDateTime"|"RoadTripStopURL"|"PlaceID"|"SunOpen"|"SunClose"|"MonOpen"|"MonClose"|"TueOpen"|"TueClose"|"WedOpen"|"WedClose"|"ThurOpen"|"ThurClose"|"FriOpen"|"FriClose"|"SatOpen"|"SatClose"
"2"|"NULL"|"Rte 66 Historic Marker"|"NULL"|"E 140 Rd"|"Miami"|"OK"|"74354"|"36.8155064"|"-94.9267948"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/aacdcee106e34bdec30bab4caf64ea8d_.jpeg"|"NULL"|"https://maps.google.com/?cid=3722141476679081426"|"ChIJRXGTmRojyIcR0l00yfOzpzM"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Nowhere on Route 66"|"NULL"|"300 S 1st St"|"Afton"|"OK"|"74331"|"36.6957207"|"-94.95867129999999"|"NULL"|"(918) 919-4111"|"http://www.facebook.com/nowhereonroute66"|"https://www.historic66.com/wp-content/uploads/2020/12/98ade581fb3c42766b072a0ffb35d604_.jpeg"|"NULL"|"https://maps.google.com/?cid=9222874312847024490"|"ChIJj2PcjeslyIcRamFSmVI7_n8"|"NULL"|"NULL"|"11:30"|"21:00"|"11:30"|"21:00"|"11:30"|"21:00"|"11:30"|"21:00"|"11:30"|"21:00"|"11:30"|"21:00"
"2"|"NULL"|"Rest Haven Sign"|"NULL"|"108 S 1st St"|"Afton"|"OK"|"74331"|"36.6950286"|"-94.9612952"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/aa83e6fc0cc5f0d6eae4191fe65fda7d_.jpeg"|"NULL"|"https://maps.google.com/?cid=218313832274951411"|"ChIJEfzpAewlyIcR83xNFkabBwM"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Afton Station"|"NULL"|"12 S 1st St"|"Afton"|"OK"|"74331"|"36.6942712"|"-94.96206869999999"|"NULL"|"(918) 284-3829"|"http://www.aftonstationroute66.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/4e9284405a40a86aa4b5b9b99ab74fcc_.jpeg"|"NULL"|"https://maps.google.com/?cid=17168313244636385733"|"ChIJ0ehq3O4lyIcRxZEvM-8ZQu4"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Avon Court"|"Built in 1936 by John Foley, Avon Court was a small motel complex consisting of cabins connected with covered carports."|"201 S 1st St"|"Afton"|"OK"|"74331"|"36.69300589999999"|"-94.9658381"|"NULL"|"(918) 257-4304"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/5521a9c0443c8797d4bd62b356d35dc7_.jpeg"|"NULL"|"https://maps.google.com/?cid=9245736295934317088"|"ChIJ_XwpcO8lyIcRINIZ1ix0T4A"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Vinita Bridge"|"NULL"|"767 Will Rogers Turnpike"|"Vinita"|"OK"|"74301"|"36.6229556"|"-95.1476278"|"NULL"|"(918) 256-5571"|"https://www.mcdonalds.com/us/en-us/location/OK/VINITA/WILL-ROGERS-TURNPIKE/10319.html?cid=RF:YXT:GMB::Clicks"|"https://www.historic66.com/wp-content/uploads/2020/12/0dc779b74689f10fbad42eb8402131a4_.jpeg"|"NULL"|"https://maps.google.com/?cid=922502075294896007"|"ChIJU7BtKaDRt4cRh0-D9r9izQw"|"06:00"|"00:00"|"06:00"|"23:00"|"06:00"|"23:00"|"06:00"|"23:00"|"06:00"|"23:00"|"06:00"|"NULL"|"06:00"|"00:00"
"2"|"NULL"|"Clanton’s Cafe"|"Clanton’s has been a family tradition in Vinita Oklahoma since 1927. It is the oldest continually owned family restaurant on Route 66 in the state of Oklahoma."|"319 E Illinois Ave"|"Vinita"|"OK"|"74301-3235"|"36.637389"|"-95.15136299999999"|"NULL"|"(918) 256-9053"|"http://www.clantonscafe.com/"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=1363182136732999289"|"ChIJFbUgO9DQt4cRed4gUO7-6hI"|"NULL"|"NULL"|"07:00"|"20:00"|"07:00"|"20:00"|"07:00"|"20:00"|"07:00"|"20:00"|"07:00"|"20:00"|"NULL"|"NULL"
"2"|"NULL"|"The Coffee Shelter"|"European Coffee"|"121 S Wilson St"|"Vinita"|"OK"|"74301"|"36.6380328"|"-95.1550551"|"NULL"|"(918) 219-5148"|"https://thecoffeeshelter.square.site/"|"https://www.historic66.com/wp-content/uploads/2020/12/e56e4bb42e6d6f46ab35c7b65c64ad35_.jpeg"|"NULL"|"https://maps.google.com/?cid=2643550399391946705"|"ChIJ1XvjtNrQt4cR0VeZBRXHryQ"|"NULL"|"NULL"|"07:00"|"14:00"|"07:00"|"14:00"|"07:00"|"14:00"|"07:00"|"14:00"|"07:00"|"14:00"|"08:00"|"13:00"
"2"|"NULL"|"Old Service Station"|"NULL"|"4400 N Broadway"|"Hinton"|"OK"|"73047"|"35.5265964"|"-98.3512556"|"NULL"|"(405) 542-3836"|"https://www.loves.com/locations/385"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=17751206384075920253"|"ChIJu9FQFNjQrYcRfdN9CSj0WPY"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Route 66 Inn"|"NULL"|"519 S Wilson St"|"Vinita"|"OK"|"74301"|"36.6294493"|"-95.1603366"|"NULL"|"(918) 861-5536"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/d6873455946357730fedd2ea504b720e_.jpeg"|"NULL"|"https://maps.google.com/?cid=12428857943697720296"|"ChIJx7ekFN_Qt4cR6APl6XIsfKw"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Hi-Way Café"|"NULL"|"437918 US-60"|"Vinita"|"OK"|"74301-7644"|"36.6273906"|"-95.19898740000001"|"NULL"|"(918) 256-5465"|"https://www.facebook.com/VinitaRt66/"|"https://www.historic66.com/wp-content/uploads/2020/12/d0a2965e3052f75d2062d0d7fa7d72d9_.jpeg"|"NULL"|"https://maps.google.com/?cid=6322308670118840221"|"ChIJ0ePR7rrPt4cRnUfOCj1avVc"|"07:00"|"14:00"|"NULL"|"NULL"|"NULL"|"NULL"|"08:00"|"14:00"|"08:00"|"14:00"|"08:00"|"14:00"|"08:00"|"20:00"
"2"|"NULL"|"Pryor Creek Bridge"|"This bridge was built in 1926"|"58 S4260 Rd"|"Chelsea"|"OK"|"74016"|"36.5383908"|"-95.4150591"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/0b5fba15031d32324580c3775af3b95f_.jpeg"|"NULL"|"https://maps.google.com/?cid=11438222076447464124"|"ChIJ8z8zgqK1t4cRvJquUGC6vJ4"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Pedestrian Underpass"|"Built in the 1930s to facilitate safe pedestrian crossing of Route 66. In 2016, the City of Chelsea gave the pedestrian underpass a cleaning and commissioned artist Kenneth Hollingshead to start creating a historical Route 66 Pedestrian Underpass Mural. This mural pays tribute to historical elements of Chelsea, from a 1930s gas station to the Hogue House."|"Rte 66 Pedestrian Underpass"|"Chelsea"|"OK"|"74016"|"36.53409570000001"|"-95.42981759999999"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/2b953624098acb102dd180b19f8bcfe5_.jpeg"|"NULL"|"https://maps.google.com/?q=Rte+66+Pedestrian+Underpass,+Chelsea,+OK+74016,+USA&ftid=0x87b7b5a94faed63f:0x4bc8decd39301eaa"|"ChIJP9auT6m1t4cRqh4wOc3eyEs"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Ed Galloway’s Totem Pole Park"|"Ed Galloway's Totem Pole Park is a folk art masterpiece consists of eleven elaborately decorated concrete tee pee towers and one ornate building on 14 acres. The park is located 3.5 miles east of historic U.S. Route 66 and Foyil. It was added to the National Register of Historic Places on March 30, 1999"|"21300 OK-28 A"|"Chelsea"|"OK"|"74016"|"36.4375244"|"-95.4485043"|"NULL"|"(918) 283-8035"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/378a583c45f7c3f1cf0630eeb8519140_.jpeg"|"NULL"|"https://maps.google.com/?cid=3656480046854515435"|"ChIJmfSDxDm0t4cR6yoR0TptvjI"|"06:00"|"20:00"|"06:00"|"20:00"|"06:00"|"20:00"|"06:00"|"20:00"|"06:00"|"20:00"|"06:00"|"20:00"|"06:00"|"20:00"
"2"|"NULL"|"Bunion Derby Historic Marker"|"Commemorates Andy Payne who won the 1928 Bunion Derby. Andy Payne was a native of Foyil and the original alignment of Route 66 is signed Andy Payne Boulevard in that town."|"12564 Andy Payne Blvd"|"Claremore"|"OK"|"74017"|"36.43475799999999"|"-95.51983399999999"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=9829943344679315137"|"ChIJpQSXSqtNtocRwWbTBWT5aog"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"1920s Texaco station"|"NULL"|"12243 Andy Payne Blvd"|"Claremore"|"OK"|"74017"|"36.4351866"|"-95.51996109999999"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=8826055971033515635"|"ChIJeS7DVSlNtocRcwYrqSRzfHo"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Claremore Motor Inn"|"NULL"|"1709 N Lynn Riggs Blvd"|"Claremore"|"OK"|"74017-3056"|"36.3273042"|"-95.60761529999999"|"NULL"|"(918) 342-4545"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/be9a3df3d025abfaa025794d2da4c2ca_.jpeg"|"NULL"|"https://maps.google.com/?cid=2583950263956831478"|"ChIJDw3T3vRQtocR9nxsIBMJ3CM"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"J.M. Davis Museum"|"The world's largest collection of historic firearms as well as displays of antique German steins, John Wayne exhibits, 19th century music boxes, and Cherokee cultural exhibits."|"330 N J M Davis Blvd"|"Claremore"|"OK"|"74017"|"36.3151477"|"-95.61507689999999"|"NULL"|"(918) 341-5707"|"https://www.thegunmuseum.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/159ebaa2da6e404143b52e961769d818_.jpeg"|"NULL"|"https://maps.google.com/?cid=14319572609747254878"|"ChIJGzaTsJpQtocRXv5lk2tXucY"|"NULL"|"NULL"|"NULL"|"NULL"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"
"2"|"NULL"|"Will Rogers Museum"|"The Will Rogers Memorial Museum is a 19,052-square-foot museum in Claremore, Oklahoma that memorializes entertainer Will Rogers. The museum houses artifacts, memorabilia, photographs, and manuscripts pertaining to Rogers' life, and documentaries, speeches, and movies starring Rogers are shown in a theater."|"1720 W Will Rogers Blvd"|"Claremore"|"OK"|"74017"|"36.321051"|"-95.631518"|"NULL"|"(918) 341-0719"|"http://www.willrogers.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/8a3444c057ca2a0c64296a6df355668f_.jpeg"|"NULL"|"https://maps.google.com/?cid=3322522824262635219"|"ChIJKfxelLtQtocR005Nuuf4Gy4"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"|"10:00"|"17:00"
"2"|"NULL"|"Ron’s Hamburgers & Chili"|"Established in 1975, this is an outpost of a long-running chain known for its old-fashioned burgers, chili & draft root beer."|"7119 S Mingo Rd"|"Tulsa"|"OK"|"74133"|"36.06020599999999"|"-95.8678101"|"NULL"|"(918) 250-7667"|"http://www.ronsburgersandchili.com/"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=8399565106151520229"|"ChIJOTXzF7qNtocR5XftE_Y_kXQ"|"11:00"|"NULL"|"11:00"|"20:30"|"11:00"|"20:30"|"11:00"|"20:30"|"11:00"|"20:30"|"11:00"|"20:30"|"11:00"|"20:30"
"2"|"NULL"|"Correll Museum"|"A leading institution of the Route 66 Archives and Research Collaboration, and is a key contact for Route 66 archival research in Oklahoma."|"19934 E Pine St"|"Catoosa"|"OK"|"74015-3309"|"36.17667819999999"|"-95.7534081"|"NULL"|"(918) 266-3612"|"https://ncptt.nps.gov/rt66archive/d-w-correll-museum/"|"https://www.historic66.com/wp-content/uploads/2020/12/3437cb5842c5a139f5eede20eccc3cd8_.jpeg"|"NULL"|"https://maps.google.com/?cid=10938512428188556010"|"ChIJacsh-qL1tocR6tpfRRlnzZc"|"NULL"|"NULL"|"NULL"|"NULL"|"11:00"|"19:00"|"10:00"|"17:00"|"11:00"|"19:00"|"10:00"|"17:00"|"10:00"|"17:00"
"2"|"NULL"|"Catoosa Inn & Suites"|"NULL"|"40 S 193rd E Ave"|"Tulsa"|"OK"|"74108"|"36.159157"|"-95.76216099999999"|"NULL"|"(918) 739-3076"|"http://catoosainn.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/3772e3b13a9463d248bd8f064a9ca281_.jpeg"|"NULL"|"https://maps.google.com/?cid=5444119008584423540"|"ChIJO1FtZQX1tocRdFig5WRljUs"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Tulsa Sign Route 66"|"NULL"|"4207-4275 Southwest Blvd"|"Tulsa"|"OK"|"74107"|"36.101922"|"-96.0267763"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/templates/data/images/sharepoi.svg"|"NULL"|"https://maps.google.com/?cid=6478450931188947062"|"ChIJcbtkEyiVtocRdthQMMwU6Fk"|"00:00"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Tulsa Fire Station 66 “Keepers of the Mother Road”"|"NULL"|"OK-66"|"Tulsa"|"OK"|"NULL"|"36.1348148"|"-95.86670319999999"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/df97c5354ebbd82d8ead216d3faf11e2_.jpeg"|"NULL"|"https://maps.google.com/?q=OK-66,+Tulsa,+OK,+USA&ftid=0x87b14768f2bf79b1:0xce5cf4af2066d5fd"|"EhVPSy02NiwgVHVsc2EsIE9LLCBVU0EiLiosChQKEgmxeb_yaEexhxH91WYgr_RczhIUChIJjy7R3biStocR92rZG8gQaec"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"The Nut House"|"A classic roadside attraction and a unique souvenir store with an array of taste treats and gifts"|"26677 OK-66 Unit A"|"Claremore"|"OK"|"74019"|"36.2268505"|"-95.7000145"|"NULL"|"(918) 266-1604"|"http://www.66nuts.com/"|"https://www.historic66.com/wp-content/uploads/2020/12/f3c3daf720756a1b6419172549a0293a_.jpeg"|"NULL"|"https://maps.google.com/?cid=17352835315775502241"|"ChIJe-cLcsVYtocRofemysen0fA"|"11:00"|"17:00"|"09:00"|"18:00"|"09:00"|"18:00"|"09:00"|"18:00"|"09:00"|"18:00"|"09:00"|"18:00"|"09:00"|"18:00"
"2"|"NULL"|"Arrowood Trading Post"|"The Arrowood Trading Post opened in 1990. The building dates to 1952. The building formerly housed the “Chief Wolf Robe Hunt Trading Post” also known as “Catoosa Trading Post.” Wolf Robe Hunt, an Acoma Indian, sold beautiful Osage beadwork, Navajo jewelry, and Acoma pottery (supplied by relatives) at his store in Tulsa. In 1952, Hunt moved his business to Catoosa across the street from sister-in-law, Zelta Davis’s Alligator Farm and Blue Whale."|"NULL"|"Catoosa"|"OK"|"74015"|"36.1927574"|"-95.73214949999999"|"NULL"|"NULL"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/2c9d0ccba8ffcfe2336d510e8e150755_.jpeg"|"NULL"|"https://maps.google.com/?cid=15981695539062172366"|"ChIJIVgMGfX1tocRzuo-Cmtjyt0"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"|"NULL"
"2"|"NULL"|"Blue Whale"|"Built between 1970 and 1972 as part of a recreational complex by Hugh Davis. The whale, pond, park and a small zoo served as a popular recreational point for the community and Route 66 travelers for two decades. After a decade of abandonment, in 2010 it was refurbished"|"2600 U.S. Rte 66"|"Catoosa"|"OK"|"74015"|"36.1937732"|"-95.7329257"|"NULL"|"(918) 266-2505"|"NULL"|"https://www.historic66.com/wp-content/uploads/2020/12/b69599544e0233041bbfdf8ed6b20ff4_.jpeg"|"NULL"|"https://maps.google.com/?cid=7998827975872127458"|"ChIJHUcdr_X1tocR4qFQGaqLAW8"|"08:00"|"18:00"|"08:00"|"18:00"|"08:00"|"18:00"|"08:00"|"18:00"|"08:00"|"18:00"|"08:00"|"18:00"|"08:00"|"18:00"
